instruction,input_context,output,task_type,difficulty,safety_constraints
가벼운 metal 책을 바구니에 밀어내라,"객체: 가벼운 metal 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.9105649690016302, ""stiffness"": 0.011838160722492766, ""fragility"": 0.06852767751362203}, ""confidence"": 0.7106424370087003}",push,medium,
작은 fabric 책을 의자에 밀어내라,"객체: 작은 fabric 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.7018121270573885, ""stiffness"": 0.10475497776672196, ""fragility"": 0.1369576347313211}, ""confidence"": 0.7320029102021198}",push,medium,
가벼운 ceramic 책을 선반에 배치해라,"객체: 가벼운 ceramic 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""light"", ""friction"": 0.40360083381939943, ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.8533460251975229}",place,medium,precise_positioning
무거운 wood 상자을 상자에 놓아라,"객체: 무거운 wood 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""heavy"", ""friction"": 0.20870207386093773, ""stiffness"": 54.39490712141878, ""fragility"": 0.6552889956423802}, ""confidence"": 0.7683279449855617}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
딱딱한 glass 펜을 테이블에 이동시켜라,"객체: 딱딱한 glass 펜, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.7576654895113161, ""stiffness"": ""hard"", ""fragility"": 0.054247410007464004}, ""confidence"": 0.8029812107170251}",move,easy,
딱딱한 rubber 그릇을 의자에 잡아라,"객체: 딱딱한 rubber 그릇, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.5507227967743121, ""stiffness"": ""hard"", ""fragility"": 0.11341096408882918}, ""confidence"": 0.8388236106627514}",pick,easy,
무거운 metal 책을 상자에 끌어라,"객체: 무거운 metal 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.8942580972876684, ""stiffness"": 0.007510604098465331, ""fragility"": 0.07068441901950073}, ""confidence"": 0.9427931166701377}",pull,medium,
부드러운 ceramic 책을 상자에 옮겨라,"객체: 부드러운 ceramic 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.46466158523006434, ""stiffness"": ""soft"", ""fragility"": 0.3190407493490031}, ""confidence"": 0.9021759913715754}",move,easy,
큰 metal 접시을 바구니에 밀어내라,"객체: 큰 metal 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.17951921529060288, ""stiffness"": 71.4484106029317, ""fragility"": 0.9380061769602804}, ""confidence"": 0.7115843694937255}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
깨지기쉬운 metal 컵을 상자에 끌어라,"객체: 깨지기쉬운 metal 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.22341878714526586, ""stiffness"": 48.607375212683, ""fragility"": ""fragile""}, ""confidence"": 0.9166887467823026}",pull,hard,secure_grip|slow_movement
가벼운 fabric 펜을 선반에 배치해라,"객체: 가벼운 fabric 펜, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""light"", ""friction"": 0.234225622164612, ""stiffness"": 65.94831894297683, ""fragility"": 1.0}, ""confidence"": 0.8360627530508894}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
깨지기쉬운 glass 접시을 바구니에 배치해라,"객체: 깨지기쉬운 glass 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.41770271547026494, ""stiffness"": 10.55955995144916, ""fragility"": ""fragile""}, ""confidence"": 0.8777240905888659}",place,medium,precise_positioning
큰 plastic 인형을 침대에 잡아라,"객체: 큰 plastic 인형, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.7321743848991439, ""stiffness"": 0.1286291828273067, ""fragility"": 0.07311327028568845}, ""confidence"": 0.7626446039499731}",pick,easy,
큰 fabric 접시을 선반에 놓아라,"객체: 큰 fabric 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.4249772545041931, ""stiffness"": 9.184353554250947, ""fragility"": 0.11248551349979899}, ""confidence"": 0.705500168898219}",place,medium,precise_positioning
미끄러운 wood 컵을 테이블에 당겨라,"객체: 미끄러운 wood 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 232.56807083066403, ""fragility"": 0.11341096408882918}, ""confidence"": 0.8369202904483055}",pull,medium,
깨지기쉬운 fabric 공을 선반에 집어라,"객체: 깨지기쉬운 fabric 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.22341878714526586, ""stiffness"": 48.607375212683, ""fragility"": ""fragile""}, ""confidence"": 0.8016267361568538}",pick,medium,secure_grip|slow_movement
큰 metal 접시을 선반에 잡아라,"객체: 큰 metal 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.599865196119886, ""stiffness"": 8.24687018021564, ""fragility"": 0.18475734768332433}, ""confidence"": 0.9152278688053674}",pick,easy,
미끄러운 metal 인형을 의자에 가져다놓아라,"객체: 미끄러운 metal 인형, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 2.59457082626478, ""fragility"": 0.3089188611923385}, ""confidence"": 0.73322269398193}",move,easy,
무거운 plastic 책을 바구니에 끌어라,"객체: 무거운 plastic 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.4892193812833428, ""stiffness"": 13.283663998521762, ""fragility"": 0.2886102580094964}, ""confidence"": 0.916797234114499}",pull,medium,
무거운 plastic 컵을 상자에 집어라,"객체: 무거운 plastic 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.21337030339730478, ""stiffness"": 66.95854460229474, ""fragility"": 0.7487896860639109}, ""confidence"": 0.8215579138315037}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
거친 wood 컵을 의자에 끌어라,"객체: 거친 wood 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 215.37268587097645, ""fragility"": 0.10260726153292597}, ""confidence"": 0.8471164494765757}",pull,medium,
무거운 plastic 펜을 바구니에 당겨라,"객체: 무거운 plastic 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.2530267927249347, ""stiffness"": 127.0712706521365, ""fragility"": 0.6143319032162513}, ""confidence"": 0.8746383870958498}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 metal 책을 바구니에 놓아라,"객체: 미끄러운 metal 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 37.4481011073976, ""fragility"": 1.0}, ""confidence"": 0.8344547745179637}",place,hard,fragile_handling|gentle_grip|precise_positioning
깨지기쉬운 fabric 공을 침대에 옮겨라,"객체: 깨지기쉬운 fabric 공, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.3319766892326897, ""stiffness"": 83.22492524470026, ""fragility"": ""fragile""}, ""confidence"": 0.8460952102933192}",move,easy,
큰 fabric 그릇을 의자에 옮겨라,"객체: 큰 fabric 그릇, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.3587578915868919, ""stiffness"": 2.276304354410528, ""fragility"": 0.21482140678034414}, ""confidence"": 0.8397667716558758}",move,easy,
작은 ceramic 접시을 바구니에 들어라,"객체: 작은 ceramic 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.17828564226926413, ""stiffness"": 37.4481011073976, ""fragility"": 1.0}, ""confidence"": 0.7760696977524537}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 ceramic 공을 바구니에 밀어내라,"객체: 미끄러운 ceramic 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.014324802653995114, ""fragility"": 0.05244069121285053}, ""confidence"": 0.855128356387923}",push,medium,
가벼운 fabric 펜을 의자에 끌어라,"객체: 가벼운 fabric 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""light"", ""friction"": 0.4892193812833428, ""stiffness"": 13.283663998521762, ""fragility"": 0.2886102580094964}, ""confidence"": 0.7647883648294087}",pull,medium,
깨지기쉬운 metal 컵을 상자에 끌어라,"객체: 깨지기쉬운 metal 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5808641957380297, ""stiffness"": 174.65736435306337, ""fragility"": ""fragile""}, ""confidence"": 0.8973818516756698}",pull,medium,
무거운 wood 상자을 의자에 전진시켜라,"객체: 무거운 wood 상자, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""heavy"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.850684925888826}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 metal 병을 선반에 밀어내라,"객체: 가벼운 metal 병, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.9105649690016302, ""stiffness"": 0.011838160722492766, ""fragility"": 0.06852767751362203}, ""confidence"": 0.9406557483465816}",push,medium,
미끄러운 rubber 펜을 바구니에 밀어라,"객체: 미끄러운 rubber 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 127.0712706521365, ""fragility"": 0.6143319032162513}, ""confidence"": 0.7516242212959641}",push,medium,fragile_handling|gentle_grip
무거운 metal 책을 의자에 이동시켜라,"객체: 무거운 metal 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.3440596256975097, ""stiffness"": 3.5535191860446473, ""fragility"": 0.4243435264775188}, ""confidence"": 0.8751535798396319}",move,medium,
깨지기쉬운 metal 펜을 침대에 옮겨라,"객체: 깨지기쉬운 metal 펜, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.2036916078808679, ""stiffness"": 90.26414349431604, ""fragility"": ""fragile""}, ""confidence"": 0.7616290685404807}",move,medium,secure_grip|slow_movement
큰 plastic 인형을 침대에 이동시켜라,"객체: 큰 plastic 인형, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.8023199184682938, ""stiffness"": 0.07131838686387808, ""fragility"": 0.11836509288405694}, ""confidence"": 0.8962861760757149}",move,easy,
깨지기쉬운 glass 접시을 테이블에 운반해라,"객체: 깨지기쉬운 glass 접시, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.9105649690016302, ""stiffness"": 0.011838160722492766, ""fragility"": ""fragile""}, ""confidence"": 0.880072260790026}",move,easy,
가벼운 glass 그릇을 침대에 밀어내라,"객체: 가벼운 glass 그릇, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.5142125538180556, ""stiffness"": 225.32371063121323, ""fragility"": 0.08783864963355502}, ""confidence"": 0.8473019325729493}",push,medium,
거친 metal 책을 상자에 끌어라,"객체: 거친 metal 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.9139688489995871}",pull,hard,fragile_handling|gentle_grip
작은 metal 펜을 의자에 가져와라,"객체: 작은 metal 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.6408227958858516, ""stiffness"": 264.0150066573494, ""fragility"": 0.07361582965399906}, ""confidence"": 0.8354948727102036}",pull,medium,
가벼운 fabric 펜을 침대에 집어라,"객체: 가벼운 fabric 펜, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""light"", ""friction"": 0.8942580972876684, ""stiffness"": 0.007510604098465331, ""fragility"": 0.07068441901950073}, ""confidence"": 0.8709301878979078}",pick,easy,
깨지기쉬운 wood 그릇을 침대에 놓아라,"객체: 깨지기쉬운 wood 그릇, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.776773068927824, ""stiffness"": 0.14088771576141174, ""fragility"": ""fragile""}, ""confidence"": 0.8690697111449597}",place,medium,precise_positioning
깨지기쉬운 fabric 펜을 바구니에 가져와라,"객체: 깨지기쉬운 fabric 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.7321743848991439, ""stiffness"": 0.1286291828273067, ""fragility"": ""fragile""}, ""confidence"": 0.8479821374976708}",pull,medium,
부드러운 fabric 책을 바구니에 밀어내라,"객체: 부드러운 fabric 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.234225622164612, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.7513604987023829}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 glass 인형을 침대에 놓아라,"객체: 가벼운 glass 인형, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.7893904997558473}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
미끄러운 glass 책을 상자에 두어라,"객체: 미끄러운 glass 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 141.44192021165782, ""fragility"": 1.0}, ""confidence"": 0.7807236514399281}",place,hard,fragile_handling|gentle_grip|precise_positioning
깨지기쉬운 rubber 펜을 테이블에 운반해라,"객체: 깨지기쉬운 rubber 펜, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.3063656375286698, ""stiffness"": 77.11835193154283, ""fragility"": ""fragile""}, ""confidence"": 0.8827819564443076}",move,easy,
무거운 metal 펜을 상자에 가져가라,"객체: 무거운 metal 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.17951921529060288, ""stiffness"": 71.4484106029317, ""fragility"": 0.9380061769602804}, ""confidence"": 0.7929436139658487}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 glass 책을 선반에 배치해라,"객체: 미끄러운 glass 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 66.95854460229474, ""fragility"": 0.7487896860639109}, ""confidence"": 0.7184807059655733}",place,hard,fragile_handling|gentle_grip|precise_positioning
작은 ceramic 그릇을 바구니에 두어라,"객체: 작은 ceramic 그릇, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.6975739814632087, ""stiffness"": 0.00922883666667986, ""fragility"": 0.05163622845398025}, ""confidence"": 0.8129252724119778}",place,medium,precise_positioning
무거운 rubber 펜을 의자에 올려놓아라,"객체: 무거운 rubber 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""heavy"", ""friction"": 0.40360083381939943, ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.7399058400022822}",place,medium,precise_positioning
거친 metal 접시을 침대에 잡아라,"객체: 거친 metal 접시, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 10.55955995144916, ""fragility"": 0.14823769377556842}, ""confidence"": 0.9469859814227235}",pick,easy,
부드러운 fabric 상자을 상자에 밀어라,"객체: 부드러운 fabric 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.7018121270573885, ""stiffness"": ""soft"", ""fragility"": 0.1369576347313211}, ""confidence"": 0.8297290682586836}",push,medium,
부드러운 wood 상자을 침대에 두어라,"객체: 부드러운 wood 상자, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.5507227967743121, ""stiffness"": ""soft"", ""fragility"": 0.11341096408882918}, ""confidence"": 0.9129567504639606}",place,medium,precise_positioning
무거운 plastic 컵을 바구니에 이동시켜라,"객체: 무거운 plastic 컵, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.5793258777528338, ""stiffness"": 0.12484146337207845, ""fragility"": 0.1029272942410648}, ""confidence"": 0.880709421782772}",move,easy,
거친 metal 접시을 선반에 밀어내라,"객체: 거친 metal 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 15.244152947242119, ""fragility"": 0.222609010173347}, ""confidence"": 0.804391379913945}",push,medium,
무거운 plastic 컵을 바구니에 밀어라,"객체: 무거운 plastic 컵, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.52, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.3319766892326897, ""stiffness"": 83.22492524470026, ""fragility"": 1.0}, ""confidence"": 0.8893607148564093}",push,hard,fragile_handling|gentle_grip
